
0.209480	0.141340	0.135620	0.137200	
0.223900	0.243600	0.259000	0.282560	
0.420620	0.273180	0.298840	0.315040	
0.501200	0.544820	0.610100	0.615000	
1.009080	1.112100	1.194940	1.280040	
2.096520	2.270260	2.406760	2.542520	
4.429980	4.730200	4.988940	5.232720	
9.117740	9.660360	10.252700	10.686600	
18.802200	20.229600	20.780640	21.698400	
37.566020	40.435460	41.754580	45.306340	
82.911180	81.533320	84.981760	88.800560	
